year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,gender,age,education_level,income_quintile,emp_in,location,account_fin,account_mob,has_any_account,has_digital_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,any_digital_payment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32,country,gender_label,location_label,has_digital_account_label,has_any_account_label,any_digital_payment_label
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,153982869,0.812756561574846,1,50,2.0,1,1,1,0,1,1,1,1,1,4,4,4,2,1,1,1,1,2,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,2,1.0,1,2.0,2.0,2.0,,2,1,2.0,2,2.0,1,1.0,2,2,1,,,,5,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,1,1.0,1,1.0,2,1,2.0,1.0,,,2,,,,,,,,2,2,,,,,,,1,2.0,2.0,1.0,,2.0,5,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,178185236,0.677829271116253,2,17,2.0,3,2,1,0,0,0,0,0,0,4,3,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,2,,,,2.0,2,2,,2,,2,,2,2,2,,,2.0,7,,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,1,2,2.0,2.0,2.0,2.0,,,2,,,,,,5,0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2,2.0,,,,,,,,,,,,,,,,,,,,,,Kenya,Male,Urban,No,No,No
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,198826918,0.506843377712157,1,25,2.0,5,1,1,1,1,1,1,1,1,1,4,4,4,0,4,3,1,1,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,1,1.0,1,1.0,2.0,2.0,,2,1,1.0,2,2.0,2,2.0,2,2,2,1.0,1.0,,1,2.0,4,2,,,,2.0,2.0,,4.0,2.0,2.0,,2,,2,,2,2,,,,,1,2.0,1.0,1.0,,,2.0,2.0,2,2,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,157542299,0.388932522406049,1,28,3.0,5,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,1,1.0,2,1.0,1.0,2.0,,2,2,,2,1.0,1,,2,1,1,,,,1,3.0,4,2,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1,1.0,1,1.0,2,1,2.0,1.0,,,2,,,,,,,,2,2,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,193316738,0.643575547079978,2,42,1.0,4,1,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,1,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,2,1.0,2,3.0,2.0,2.0,,2,1,1.0,2,1.0,2,,1,2,1,,,,5,1.0,2,1,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1,2.0,1,1.0,2,2,,,,,2,,,,,,,,2,2,,,,,,,1,2.0,1.0,,,2.0,5,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,155646302,0.911276398344944,2,25,3.0,5,2,2,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,2,2.0,2,,,,1.0,2,2,,2,2.0,1,,2,2,1,,,,2,2.0,2,1,1.0,1.0,2.0,1.0,1.0,3.0,,1.0,2.0,,1,1.0,1,1.0,2,2,,,,,1,2.0,2.0,1.0,,,1.0,2.0,2,2,,,,,,,1,2.0,1.0,,,1.0,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,Kenya,Male,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,111768371,0.50361235234592,1,25,2.0,4,1,1,1,1,1,1,1,1,4,1,4,4,1,4,1,1,1,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,2,2.0,1,,,,,2,2,,2,2.0,2,1.0,2,2,1,,,,3,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,1,1.0,1,1.0,2,2,,,,,2,,,,,,,,1,2,1.0,2.0,,,1.0,2.0,2,,,,,,4,0,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,153050573,0.478283142171665,2,30,2.0,1,1,1,0,0,0,0,1,1,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2,3.0,2.0,2.0,,2,2,,2,2.0,2,,2,2,1,,,2.0,3,1.0,3,2,,,,2.0,2.0,,4.0,2.0,2.0,,2,,2,,2,2,,,,,2,,,,,,,,2,2,,,,,,,1,2.0,2.0,1.0,,2.0,2,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Male,Urban,No,No,No
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,134379816,0.42211873948282,2,24,2.0,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,1,2,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,1,1.0,2,2.0,2.0,1.0,,2,2,,2,1.0,2,,2,2,1,,,,1,3.0,2,1,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2,,2,,2,1,2.0,1.0,,,1,2.0,1.0,2.0,,,2.0,2.0,1,2,1.0,1.0,,,1.0,2.0,2,,,,,,3,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,171024847,1.04740353951491,2,22,2.0,5,1,2,1,1,1,1,1,1,4,4,4,1,1,1,1,1,2,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,3.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,1,1.0,1,3.0,1.0,2.0,,2,2,,2,2.0,1,2.0,1,2,1,,,,5,2.0,4,1,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,,1,1.0,1,1.0,2,1,1.0,1.0,,,2,,,,,,,,2,2,,,,,,,1,2.0,1.0,,,1.0,5,1,1,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,Kenya,Male,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,153439705,1.25226102175636,1,44,2.0,5,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,1,2,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,2,1.0,1,2.0,2.0,1.0,,1,2,,2,2.0,2,1.0,2,2,2,,,,1,3.0,2,2,,,,2.0,1.0,2.0,,1.0,2.0,,2,,2,,2,1,2.0,1.0,,,1,2.0,1.0,1.0,,,2.0,2.0,2,2,,,,,,,1,1.0,1.0,,,1.0,1,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,161391378,1.5240366365413,1,43,1.0,1,1,1,0,1,1,1,1,0,4,4,4,4,0,4,3,1,2,,,,,,,,,,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,2,2.0,2,,,,2.0,2,2,,1,2.0,1,,2,2,2,,,,7,,4,2,,,,2.0,2.0,,4.0,1.0,2.0,,2,,2,,2,2,,,,,2,,,,,,,,2,2,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,,2.0,2,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,164827571,0.697461420940414,1,37,2.0,5,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,1,1.0,2,2.0,2.0,2.0,,1,1,1.0,2,2.0,1,,2,1,1,,,,3,3.0,1,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1,1.0,1,1.0,1,1,1.0,1.0,,,1,1.0,1.0,2.0,,,1.0,2.0,1,2,1.0,2.0,,,2.0,1.0,1,1.0,1.0,,,1.0,2,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,Kenya,Female,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,127894365,2.4096754091782,1,38,2.0,1,1,2,0,1,1,1,0,0,4,4,4,4,0,2,3,1,2,,,,,,,,,,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,2,2.0,2,,,,2.0,2,2,,2,2.0,2,,2,2,2,,,2.0,2,1.0,4,2,,,,2.0,2.0,,4.0,2.0,2.0,,2,,2,,2,1,2.0,2.0,,1.0,2,,,,,,,,2,2,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,Kenya,Female,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,164450179,1.3814263802046,1,20,2.0,3,1,2,1,0,1,1,1,1,4,4,4,4,1,4,3,1,1,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2,1.0,1,3.0,2.0,2.0,,2,2,,2,2.0,2,2.0,1,1,1,,,2.0,5,3.0,4,2,,,,1.0,1.0,3.0,,1.0,2.0,,2,,2,,2,2,,,,,2,,,,,,,,2,2,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,,4.0,1.0,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,Kenya,Female,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,180830966,1.2798432736137,1,55,2.0,3,1,1,1,1,1,1,1,0,1,4,4,1,0,4,1,1,2,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,2,2.0,2,,,,2.0,2,2,,2,2.0,2,,2,2,1,,,2.0,4,2.0,2,2,,,,1.0,2.0,,4.0,1.0,2.0,,1,1.0,1,1.0,2,2,,,,,1,2.0,1.0,2.0,,,2.0,1.0,2,2,,,,,,,1,1.0,2.0,,,2.0,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1,,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,142793429,1.0545146831711,1,29,1.0,4,1,1,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,2,1.0,1,1.0,1.0,2.0,,2,1,2.0,2,2.0,2,2.0,2,2,1,,,2.0,2,1.0,2,2,,,,1.0,1.0,1.0,,1.0,2.0,,1,1.0,2,,2,1,2.0,1.0,,,2,,,,,,,,2,2,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,2.0,2.0,,2.0,2,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,183542950,2.3926804828768,2,51,2.0,2,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2,,2,,,,2.0,2,2,,2,,2,,1,2,1,,,2.0,5,1.0,4,1,2.0,1.0,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,2,2,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Male,Urban,No,No,No
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,111192452,1.01682384423077,2,20,2.0,3,1,1,0,1,1,1,1,1,1,4,4,4,1,4,1,1,2,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,1,1.0,1,1.0,1.0,1.0,,1,2,,2,1.0,1,1.0,1,1,1,,,,2,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,1.0,1,1.0,2,2,,,,,1,2.0,2.0,1.0,,,2.0,2.0,2,2,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,141661244,2.69590718471378,2,45,1.0,2,1,2,1,1,1,1,0,0,1,4,4,4,1,4,3,1,1,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,2,2.0,2,,,,2.0,2,2,,2,2.0,2,,2,2,2,,,2.0,3,2.0,4,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,,2,,2,,2,2,,,,,1,2.0,1.0,1.0,,,1.0,1.0,2,2,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,2,2.0,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Male,Rural,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,152937995,2.44240334781553,2,19,2.0,2,1,1,0,1,1,1,1,0,1,4,4,4,0,1,1,1,2,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,2,2.0,2,,,,2.0,2,2,,2,1.0,2,,2,2,1,,,,2,1.0,3,2,,,,1.0,2.0,,5.0,2.0,2.0,,1,1.0,1,1.0,2,1,2.0,1.0,,,1,2.0,2.0,1.0,,,2.0,2.0,2,2,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,,3.0,1.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,173125804,0.539560003585314,1,25,2.0,4,1,1,0,1,1,1,1,1,2,4,4,4,1,4,1,1,2,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,2,1.0,1,1.0,2.0,2.0,,1,1,2.0,2,1.0,2,1.0,1,1,2,,,,3,1.0,4,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1,1.0,1,2.0,1,2,,,,,1,2.0,2.0,2.0,1.0,,,,2,2,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,133427851,0.927364544143885,2,28,2.0,3,1,1,0,1,1,1,1,1,1,4,4,1,1,1,1,1,2,,,,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,2,1.0,2,3.0,2.0,2.0,,2,2,,2,1.0,2,,2,2,1,,,,3,1.0,3,2,,,,1.0,1.0,2.0,,1.0,1.0,3.0,1,1.0,1,1.0,2,1,2.0,1.0,,,1,2.0,2.0,1.0,,,2.0,2.0,2,2,,,,,,,1,2.0,1.0,,,1.0,2,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,143549489,0.349161563240163,1,26,2.0,1,2,1,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2,1.0,2,2.0,2.0,2.0,,2,1,1.0,2,1.0,2,,1,2,1,,,,5,1.0,1,2,,,,1.0,1.0,2.0,,1.0,2.0,,2,,1,1.0,2,1,2.0,1.0,,,2,,,,,,,,2,2,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,177457013,0.690196490445704,1,18,2.0,1,1,1,1,0,1,1,1,1,2,4,4,4,0,4,1,1,1,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2,2.0,1,,,,,2,2,,2,2.0,1,2.0,2,2,1,,,,3,1.0,4,1,1.0,2.0,1.0,1.0,2.0,,4.0,1.0,1.0,2.0,1,1.0,1,1.0,2,2,,,,,1,2.0,2.0,2.0,1.0,,,,2,2,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,Kenya,Female,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,169407187,1.99891258121583,2,52,2.0,2,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,1,1,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,2,1.0,2,3.0,2.0,2.0,,2,2,,1,1.0,1,,2,2,1,,,,5,1.0,3,2,,,,1.0,1.0,2.0,,1.0,1.0,2.0,2,,2,,2,1,2.0,1.0,,,1,2.0,1.0,2.0,,,1.0,2.0,2,2,,,,,,,1,2.0,1.0,,,2.0,3,0,1,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,156559192,1.0244190404911,2,27,2.0,4,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,2,,,,,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2,1.0,1,2.0,2.0,2.0,,2,2,,2,1.0,2,2.0,2,2,2,,,,5,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1,1.0,1,1.0,1,1,1.0,1.0,,,2,,,,,,,,2,2,,,,,,,1,1.0,1.0,,,1.0,5,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,197401483,0.428356693560408,2,30,2.0,5,1,1,0,1,1,1,1,1,1,4,4,4,1,1,3,1,2,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,2,1.0,2,2.0,2.0,2.0,,2,2,,2,2.0,1,,2,2,1,,,,2,1.0,2,2,,,,1.0,1.0,2.0,,1.0,2.0,,2,,2,,2,1,2.0,1.0,,,1,2.0,2.0,1.0,,,2.0,1.0,2,2,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,Kenya,Male,Urban,Yes,Yes,Yes
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,116817617,0.894063099495214,1,22,2.0,2,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,2,,,,2.0,2,1,2.0,2,2.0,1,,1,2,2,,,,2,1.0,4,2,,,,2.0,2.0,,4.0,2.0,2.0,,2,,2,,2,2,,,,,2,,,,,,,,2,2,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2,2.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,Kenya,Female,Urban,No,No,No
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),34616135,133353588,0.331404980501671,1,20,2.0,4,2,2,1,1,1,1,1,1,4,1,4,4,1,1,1,1,2,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,2,1.0,2,2.0,2.0,2.0,,2,2,,2,2.0,1,,1,2,2,,,,2,2.0,2,2,,,,1.0,1.0,1.0,,1.0,2.0,,1,1.0,1,1.0,2,1,2.0,1.0,,,2,,,,,,,,1,2,1.0,2.0,,,1.0,3.0,2,,,,,,3,1,1,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,Kenya,Female,Rural,Yes,Yes,Yes
